id_student,overallstay
2062879,342.0
2065691,154.0
2073016,238.0
2080474,391.0
2083877,313.0
2084066,416.0
2104505,333.0
2122180,303.0
2139353,222.0
2143752,314.0
2146792,327.0
2149225,46.0
2153153,317.0
2155014,300.0
2164705,311.0
2171627,318.0
2182846,381.0
2194100,376.0
2197016,303.0
2208424,334.0
2229865,384.0
2255601,203.0
2268379,342.0
2278464,397.0
2293923,353.0
2312620,223.0
2318055,37.0
2324976,51.0
2329342,324.0
2339528,325.0
2342426,306.0
2344901,292.0
2358056,370.0
2358969,111.0
2364471,348.0
2365101,49.0
2367155,290.0
2369266,362.0
2376496,453.0
2391984,343.0
2411661,285.0
2411778,255.0
2412002,306.0
2412967,341.0
2429854,166.0
2437837,321.0
2449878,300.0
2456480,339.0
2457256,318.0
2458355,349.0
2460080,320.0
2461190,279.0
2469673,290.0
2470694,325.0
2479954,314.0
2481901,463.0
2482700,327.0
2486127,412.0
2498700,311.0
2516503,333.0
2518069,373.0
2521459,426.0
2523736,314.0
2529279,335.0
2532302,333.0
2536991,355.0
2542724,72.0
2550279,421.0
2551220,362.0
2552472,237.0
2555340,335.0
2557283,348.0
2559575,299.0
2562034,298.0
2566163,359.0
2566592,303.0
2569324,174.0
2574528,284.0
2574583,331.0
2576122,176.0
2578995,330.0
2586560,362.0
2594139,342.0
2598871,396.0
2599352,374.0
2600688,433.0
2606098,370.0
2613116,331.0
2617002,314.0
2620584,377.0
2639449,395.0
2639540,306.0
2639641,316.0
2641155,339.0
2643002,320.0
2645733,368.0
2649826,412.0
2650282,297.0
2664024,299.0
2666246,311.0
2669816,326.0
2671132,306.0
2676809,299.0
2678643,293.0
2685865,369.0
2688067,299.0
2689958,339.0
2691206,377.0
2691244,355.0
2694424,438.0
2698257,326.0
6516,321.0
24734,287.0
26192,307.0
28061,399.0
31600,321.0
46844,343.0
52765,291.0
55104,356.0
58071,341.0
58316,349.0
62487,319.0
63165,351.0
65002,413.0
70011,347.0
75255,327.0
79403,187.0
85092,321.0
85144,310.0
85302,341.0
87431,341.0
94961,419.0
95755,321.0
101116,349.0
107489,350.0
108872,349.0
109155,349.0
111512,285.0
117818,361.0
119902,238.0
121349,297.0
124064,313.0
125018,305.0
129955,286.0
130034,351.0
130547,294.0
130636,337.0
131390,384.0
133816,284.0
133922,379.0
135335,106.0
135400,320.0
135471,418.0
139033,315.0
141377,396.0
141506,297.0
146503,299.0
147756,310.0
148993,423.0
149741,343.0
149962,361.0
151587,363.0
152668,176.0
155984,425.0
158707,229.0
159954,225.0
164944,417.0
165226,291.0
167961,313.0
174024,354.0
174094,358.0
174745,299.0
175447,384.0
175772,112.0
183057,292.0
185350,291.0
188278,333.0
199636,299.0
199897,272.0
200804,349.0
205494,314.0
228021,337.0
228383,290.0
232307,376.0
235068,425.0
235507,404.0
236875,289.0
237274,424.0
243510,285.0
244246,406.0
248581,330.0
252073,274.0
254625,319.0
258587,378.0
260355,69.0
260623,297.0
263251,342.0
263543,325.0
263952,307.0
266524,403.0
268733,279.0
273346,424.0
274947,272.0
275674,287.0
275792,306.0
277123,289.0
277880,169.0
281077,372.0
281636,342.0
285315,305.0
287040,424.0
287204,348.0
287210,425.0
288994,279.0
289449,391.0
290164,357.0
292525,321.0
292775,304.0
293824,319.0
294496,416.0
294655,318.0
295060,335.0
295075,383.0
296424,353.0
298034,318.0
298838,335.0
301967,304.0
302476,425.0
303521,377.0
303985,293.0
304465,404.0
306646,291.0
309142,307.0
310412,350.0
311235,392.0
311659,271.0
313937,301.0
315076,291.0
315744,322.0
323370,322.0
323805,43.0
328024,314.0
328734,97.0
329659,397.0
330594,283.0
331358,419.0
332884,298.0
334441,423.0
335247,298.0
335764,377.0
337748,235.0
338407,336.0
341876,227.0
342007,399.0
345440,315.0
345519,357.0
346118,417.0
348275,231.0
348807,291.0
350156,319.0
350939,393.0
351336,399.0
353665,320.0
354170,393.0
356170,418.0
358182,365.0
364957,306.0
369834,301.0
371710,397.0
373872,294.0
375260,391.0
375646,307.0
377546,306.0
381642,317.0
382095,357.0
383180,260.0
383600,301.0
383723,382.0
384203,424.0
384725,406.0
387533,319.0
387954,168.0
388147,353.0
390890,334.0
391249,294.0
396599,336.0
396655,306.0
398171,311.0
398349,377.0
400147,423.0
400682,384.0
401404,327.0
402204,312.0
402727,319.0
402961,409.0
404356,350.0
406671,347.0
406682,425.0
409100,393.0
409703,347.0
410092,350.0
411971,313.0
415969,377.0
418731,354.0
421455,390.0
424577,383.0
429858,322.0
431025,315.0
439305,396.0
440319,262.0
442064,287.0
442132,391.0
446108,375.0
447481,290.0
468120,375.0
468694,263.0
470588,394.0
470982,300.0
476603,341.0
481022,299.0
483800,318.0
484897,378.0
485962,390.0
488382,18.0
488990,406.0
500113,378.0
503889,339.0
514526,10.0
518808,279.0
522482,167.0
527100,293.0
527801,422.0
533068,299.0
537081,292.0
544253,293.0
548120,294.0
561467,104.0
567922,27.0
569505,329.0
570317,293.0
574505,422.0
588477,410.0
593846,381.0
593987,293.0
596288,326.0
598070,148.0
603834,274.0
603861,242.0
608440,26.0
623710,0.0
623840,377.0
626240,294.0
628088,186.0
628312,23.0
630142,190.0
637665,362.0
639053,418.0
642878,181.0
648130,281.0
676546,218.0
677186,335.0
677281,286.0
684180,290.0
687698,273.0
696073,291.0
696578,204.0
721259,158.0
852847,356.0
998493,404.0
1045203,424.0
1112555,391.0
1183831,281.0
1268696,348.0
1336190,292.0
1352868,326.0
1398979,285.0
1456619,162.0
1469279,29.0
1471214,301.0
1472925,274.0
1484804,357.0
1511033,336.0
1576513,353.0
1609002,378.0
1629771,384.0
1676594,105.0
1686551,207.0
1689639,264.0
1715896,311.0
1721270,405.0
1757766,419.0
1773377,306.0
1799111,363.0
1818673,313.0
1839386,101.0
1926668,424.0
1947156,378.0
1967783,398.0
1970390,388.0
1975209,343.0
2010232,276.0
2045084,321.0
2057803,322.0
2073016,355.0
2085209,328.0
2086400,348.0
2139353,348.0
2148681,371.0
2158048,63.0
2158196,127.0
2165164,355.0
2168833,199.0
2207874,377.0
2240349,377.0
2244332,320.0
2273119,179.0
2277857,388.0
2297896,328.0
2313257,85.0
2318055,322.0
2330254,422.0
2355470,384.0
2358969,315.0
2363863,424.0
2365101,31.0
2369415,333.0
2375975,322.0
2397661,298.0
2398313,311.0
2404408,286.0
2425993,285.0
2429854,306.0
2432796,328.0
2434159,300.0
2436812,320.0
2467267,328.0
2470694,384.0
2473538,415.0
2474849,205.0
2494700,325.0
2500258,371.0
2507842,166.0
2509639,356.0
2514368,292.0
2514898,397.0
2521865,319.0
2522927,409.0
2540168,272.0
2546445,88.0
2551797,315.0
2551932,213.0
2569324,279.0
2574990,311.0
2576122,286.0
2578676,425.0
2581477,378.0
2584873,297.0
2595841,356.0
2596621,370.0
2601889,318.0
2602338,279.0
2606802,306.0
2624961,292.0
2630087,41.0
2633226,315.0
2642616,325.0
2642935,397.0
2648611,424.0
2649800,422.0
2654628,304.0
2677624,328.0
2680312,313.0
2688166,325.0
2690062,57.0
2692514,313.0
2694788,361.0
23629,287.0
25107,313.0
27891,211.0
29144,264.0
31663,300.0
33666,162.0
34229,298.0
34353,256.0
34431,51.0
34694,1.0
34756,102.0
34863,305.0
35812,293.0
39655,262.0
50993,293.0
52899,203.0
58089,298.0
62631,285.0
70608,257.0
71433,259.0
72070,34.0
74695,304.0
74734,242.0
75399,264.0
78645,268.0
79378,264.0
82535,259.0
82741,300.0
83254,291.0
84245,267.0
84664,332.0
86291,87.0
87604,36.0
87732,306.0
88580,15.0
91322,259.0
92274,228.0
92832,305.0
92947,467.0
92993,283.0
94616,262.0
96291,93.0
97154,290.0
98313,262.0
102849,47.0
104054,259.0
108377,293.0
108589,348.0
109938,284.0
110881,283.0
116603,268.0
117071,265.0
120994,259.0
122524,308.0
123379,72.0
123860,269.0
126322,346.0
126411,364.0
127209,30.0
128776,121.0
133155,295.0
133531,264.0
133748,301.0
141823,133.0
142324,263.0
143741,256.0
143854,50.0
145544,285.0
147876,293.0
151697,263.0
152153,250.0
152910,248.0
152929,344.0
153212,322.0
153704,332.0
154027,259.0
154125,257.0
154540,274.0
155735,58.0
156835,375.0
161678,267.0
165243,265.0
169515,185.0
170356,114.0
171377,330.0
173316,339.0
173335,301.0
174321,63.0
177639,35.0
179605,144.0
182824,283.0
183806,344.0
185240,120.0
185349,294.0
186670,251.0
186780,330.0
186988,255.0
187793,367.0
188152,259.0
192424,314.0
193822,265.0
197595,264.0
198956,269.0
199520,262.0
200863,102.0
200905,361.0
203108,357.0
203481,274.0
203652,262.0
204746,265.0
205231,298.0
226374,355.0
226827,312.0
228049,65.0
228235,133.0
229240,274.0
229426,265.0
230348,53.0
232600,50.0
232695,348.0
232745,12.0
235097,325.0
237304,257.0
237913,252.0
242149,212.0
245404,284.0
247267,319.0
248103,341.0
249534,402.0
251351,333.0
252340,257.0
252652,61.0
253250,58.0
255347,264.0
255998,291.0
256215,35.0
258402,107.0
259182,110.0
262294,232.0
262454,328.0
262741,299.0
263499,347.0
263531,25.0
265405,112.0
265958,148.0
267761,371.0
267853,259.0
269076,71.0
269289,55.0
270399,270.0
270567,274.0
271036,249.0
272580,259.0
273731,256.0
273877,268.0
276717,496.0
277733,329.0
278447,285.0
280962,293.0
281564,256.0
284076,268.0
285633,265.0
285912,283.0
288380,322.0
288990,245.0
290550,283.0
291037,396.0
291194,308.0
291701,96.0
292027,72.0
294381,290.0
294961,473.0
294999,137.0
295754,252.0
296408,110.0
297484,410.0
298322,340.0
298476,261.0
299561,182.0
302550,35.0
305945,110.0
306886,319.0
306984,150.0
309175,284.0
309709,433.0
309734,256.0
311042,63.0
312141,301.0
313810,314.0
315186,319.0
316841,258.0
318056,264.0
318101,269.0
319209,321.0
322745,325.0
322960,104.0
323914,376.0
324236,175.0
325511,406.0
325879,344.0
326012,306.0
329226,304.0
329321,329.0
329800,293.0
330376,119.0
331354,256.0
331844,500.0
333129,264.0
333837,179.0
334291,262.0
334794,67.0
335421,293.0
335600,342.0
335910,269.0
336165,264.0
338056,256.0
338861,262.0
338912,6.0
339379,419.0
339526,217.0
339946,273.0
340378,93.0
340831,233.0
341040,193.0
341229,269.0
341235,77.0
341509,276.0
349040,210.0
349424,256.0
350622,336.0
350795,295.0
351271,353.0
351290,294.0
351543,286.0
352161,148.0
352364,270.0
353093,313.0
353352,264.0
353918,77.0
354058,269.0
354815,403.0
354895,179.0
355369,113.0
355998,269.0
357030,69.0
357038,347.0
357928,342.0
359170,22.0
360188,262.0
360489,168.0
360877,326.0
361603,267.0
362760,333.0
362877,228.0
363401,264.0
363416,246.0
363660,328.0
364323,21.0
365439,301.0
365452,342.0
365488,323.0
365707,267.0
366821,286.0
367304,270.0
367348,276.0
367609,293.0
368439,376.0
369212,88.0
370302,300.0
370720,290.0
371679,282.0
372624,10.0
374102,290.0
374234,295.0
375312,51.0
376617,263.0
377695,82.0
377759,384.0
377846,263.0
377905,285.0
378462,255.0
378543,256.0
378721,253.0
379402,306.0
379405,139.0
380151,137.0
381640,377.0
381722,105.0
383828,112.0
384678,262.0
384909,233.0
385034,151.0
386348,258.0
386957,293.0
387276,8.0
387702,264.0
388014,67.0
388205,246.0
388360,362.0
388410,261.0
388484,308.0
389369,259.0
390220,256.0
390442,461.0
390461,334.0
392213,334.0
392281,239.0
392428,264.0
392614,286.0
393327,19.0
394956,165.0
395107,167.0
395229,363.0
397118,267.0
397763,77.0
398084,346.0
398949,8.0
398965,329.0
399108,29.0
399792,264.0
400049,283.0
400469,317.0
400474,270.0
400718,15.0
400894,252.0
401339,291.0
401349,306.0
402660,63.0
403093,263.0
403191,45.0
404022,270.0
404727,337.0
405471,358.0
405746,88.0
405995,294.0
406311,339.0
406416,136.0
406974,260.0
408112,276.0
409662,334.0
410739,332.0
411197,269.0
412407,274.0
412654,306.0
413984,258.0
414958,363.0
415548,17.0
415716,270.0
415760,244.0
416007,327.0
416314,305.0
416654,256.0
417462,265.0
418065,116.0
418325,248.0
420604,255.0
421205,284.0
422070,256.0
422752,74.0
423314,284.0
423317,80.0
423871,347.0
425747,270.0
425808,293.0
425817,271.0
425820,293.0
426650,322.0
426838,294.0
427536,255.0
427704,319.0
427773,276.0
429038,263.0
429158,18.0
429494,450.0
430160,51.0
430357,295.0
431071,174.0
432004,283.0
432232,308.0
432319,133.0
432870,329.0
433531,399.0
433755,311.0
433939,313.0
434094,256.0
434192,262.0
434353,320.0
434646,268.0
435245,370.0
435803,294.0
437562,308.0
437967,295.0
438210,125.0
438379,109.0
438703,376.0
439857,363.0
440057,353.0
440509,342.0
441000,270.0
441181,329.0
441255,282.0
441423,102.0
442012,313.0
442143,191.0
442183,368.0
442456,301.0
442466,309.0
443108,272.0
443288,255.0
443452,305.0
444117,305.0
444408,312.0
444784,249.0
444926,290.0
445065,367.0
445125,286.0
445889,291.0
446045,270.0
446145,301.0
446247,114.0
446357,203.0
446856,330.0
447007,203.0
447759,311.0
447782,268.0
447790,252.0
465599,261.0
465730,251.0
466037,422.0
466800,174.0
466810,346.0
466959,290.0
466973,268.0
467035,355.0
467292,299.0
467756,298.0
467835,49.0
468021,368.0
468792,89.0
468949,270.0
469683,262.0
470318,262.0
470653,268.0
471219,255.0
471525,292.0
472182,285.0
472348,119.0
472586,293.0
473095,256.0
473328,286.0
475078,318.0
475095,265.0
475460,301.0
475688,336.0
475901,286.0
476037,286.0
476201,276.0
476297,232.0
476369,353.0
476457,174.0
476596,270.0
476709,282.0
476710,382.0
476783,298.0
476816,34.0
476855,112.0
476859,276.0
477009,258.0
477011,367.0
477164,340.0
477167,307.0
477734,334.0
477835,194.0
478317,330.0
478444,256.0
478718,329.0
478792,263.0
478873,250.0
479060,264.0
479171,316.0
479267,43.0
479343,293.0
479516,325.0
479519,314.0
480151,37.0
480382,264.0
480458,256.0
480507,261.0
480554,328.0
480650,301.0
480815,395.0
481010,305.0
481143,307.0
481580,312.0
481607,270.0
482467,328.0
482710,265.0
482766,255.0
482945,203.0
483064,295.0
483074,263.0
483109,255.0
483243,256.0
483309,66.0
483371,282.0
483411,263.0
483479,293.0
483952,410.0
484039,293.0
484135,137.0
484161,382.0
484768,362.0
484885,274.0
484933,270.0
485352,119.0
485399,346.0
485568,354.0
485630,308.0
485782,261.0
486099,372.0
486214,157.0
486282,304.0
486391,346.0
486521,265.0
486650,277.0
486656,295.0
487329,319.0
487646,401.0
488185,333.0
488364,252.0
488425,363.0
488477,142.0
488863,367.0
488929,88.0
489251,334.0
490110,78.0
490152,313.0
490514,326.0
490733,71.0
492182,293.0
492240,276.0
492336,123.0
492590,320.0
492946,367.0
493186,356.0
493377,109.0
493451,268.0
493515,265.0
493773,255.0
493912,267.0
493958,264.0
494095,305.0
494278,256.0
494304,262.0
494673,282.0
494786,342.0
494838,366.0
494840,137.0
494927,172.0
495324,104.0
495377,70.0
495674,265.0
495856,252.0
495875,69.0
495913,61.0
496041,263.0
496070,299.0
496220,255.0
496243,263.0
496674,269.0
497088,341.0
497278,64.0
497280,268.0
497468,265.0
497607,263.0
497793,368.0
498065,291.0
498131,299.0
498175,269.0
498296,292.0
498371,289.0
498455,261.0
498967,349.0
499027,282.0
499067,320.0
499118,263.0
499380,304.0
499387,333.0
499483,250.0
499511,270.0
499891,258.0
499931,356.0
500507,269.0
500585,265.0
500659,184.0
500719,180.0
500791,329.0
500815,448.0
500819,325.0
500836,342.0
500958,295.0
501008,233.0
501432,362.0
501550,284.0
501879,336.0
501955,359.0
502088,402.0
502131,210.0
502279,68.0
502441,298.0
502604,313.0
502694,264.0
502713,290.0
502717,261.0
502872,263.0
503353,69.0
503390,261.0
503491,375.0
503509,366.0
503878,267.0
504014,298.0
504021,143.0
504028,317.0
504102,264.0
504689,170.0
504936,258.0
505123,153.0
505376,265.0
505417,274.0
505499,155.0
505592,80.0
505595,120.0
505606,283.0
505694,320.0
505871,264.0
505959,356.0
505961,402.0
506233,311.0
506360,298.0
506650,320.0
506753,274.0
507184,70.0
507221,117.0
507303,206.0
507320,48.0
507359,263.0
507485,49.0
507685,169.0
507817,312.0
508103,118.0
508452,411.0
508537,312.0
508662,256.0
508668,263.0
509130,51.0
509226,367.0
509295,97.0
509334,20.0
509737,264.0
509768,312.0
509797,255.0
509901,276.0
509926,262.0
510141,186.0
510492,328.0
510556,262.0
510756,263.0
510845,276.0
511050,290.0
511067,258.0
511306,286.0
511459,318.0
511474,265.0
511515,336.0
511524,270.0
511527,335.0
511652,76.0
511693,362.0
512070,405.0
512180,286.0
512242,265.0
512468,317.0
512805,268.0
512883,183.0
512911,323.0
512924,117.0
512929,368.0
512995,317.0
513005,335.0
513016,13.0
513093,377.0
513196,30.0
513210,320.0
513315,329.0
513368,113.0
513733,265.0
513757,316.0
513881,203.0
514140,267.0
514365,170.0
514819,7.0
514951,72.0
514981,368.0
514987,353.0
515035,295.0
515105,333.0
515130,346.0
515174,79.0
515311,301.0
515474,351.0
515497,264.0
515959,301.0
516057,270.0
516432,375.0
516456,255.0
516475,250.0
516495,312.0
516529,332.0
516776,312.0
516841,329.0
517043,367.0
517175,255.0
517474,299.0
517617,402.0
517701,16.0
517778,414.0
517853,290.0
517890,270.0
518189,363.0
518469,384.0
518876,337.0
518879,304.0
518904,262.0
518970,344.0
519012,304.0
519222,335.0
519387,322.0
519602,261.0
519647,206.0
519800,351.0
520049,48.0
520230,50.0
520749,18.0
520836,389.0
521069,344.0
521081,305.0
521096,282.0
521394,354.0
521430,274.0
521496,301.0
521764,258.0
521903,299.0
522090,290.0
522249,359.0
522302,307.0
522373,269.0
522383,256.0
522512,269.0
523012,263.0
523156,54.0
523596,325.0
523630,301.0
523672,268.0
523789,128.0
523966,353.0
524101,269.0
524171,382.0
524452,341.0
524496,163.0
524598,375.0
524769,57.0
524968,50.0
525501,359.0
525520,384.0
525543,19.0
525679,356.0
525683,336.0
525797,361.0
525869,326.0
525942,284.0
526200,355.0
526370,313.0
526506,122.0
527020,319.0
527164,333.0
527227,368.0
527313,256.0
527343,75.0
527382,98.0
527400,305.0
527659,349.0
527886,328.0
527980,356.0
528161,356.0
528175,171.0
528220,238.0
528250,370.0
528261,349.0
528270,11.0
528353,264.0
528649,276.0
528698,325.0
528904,264.0
528918,96.0
529065,260.0
529118,68.0
529174,332.0
529212,299.0
529383,258.0
529446,290.0
529452,262.0
529502,255.0
529767,50.0
530065,360.0
530153,346.0
530215,133.0
530226,286.0
530245,133.0
530266,361.0
530398,123.0
530483,93.0
530493,354.0
530669,356.0
530987,361.0
531000,34.0
531027,313.0
531205,86.0
531235,108.0
531427,353.0
531428,181.0
531464,334.0
531481,32.0
531569,313.0
531573,284.0
531634,308.0
531689,122.0
532000,116.0
532034,322.0
532140,368.0
532142,182.0
532317,333.0
532396,174.0
532500,249.0
532512,235.0
532534,333.0
532584,360.0
532665,292.0
532668,353.0
532710,290.0
532742,82.0
532839,338.0
532886,347.0
532928,92.0
532950,304.0
533324,329.0
533347,311.0
533365,329.0
533512,93.0
533545,349.0
533697,222.0
533722,370.0
533737,101.0
533839,270.0
533846,317.0
533969,351.0
533996,201.0
534051,318.0
534086,332.0
534151,161.0
534217,100.0
534343,301.0
534360,304.0
534373,284.0
534426,78.0
534432,319.0
534530,311.0
534652,322.0
534671,43.0
534698,356.0
534709,329.0
534713,125.0
534744,284.0
534758,73.0
534765,243.0
534830,42.0
534908,269.0
534922,47.0
534983,317.0
534991,264.0
535012,327.0
535140,351.0
535145,286.0
535152,136.0
535155,276.0
535269,215.0
535272,32.0
535278,347.0
535303,113.0
535328,292.0
535396,202.0
535407,328.0
535468,353.0
535526,27.0
535530,301.0
535558,57.0
535605,262.0
535618,319.0
535755,334.0
535760,308.0
535773,284.0
535778,333.0
535800,316.0
535807,368.0
535820,370.0
536050,326.0
536112,292.0
536188,334.0
536189,333.0
536203,184.0
536205,304.0
536216,330.0
536243,346.0
536270,203.0
536442,302.0
536452,326.0
536471,96.0
536510,287.0
536519,74.0
536520,23.0
536551,367.0
536670,48.0
536722,329.0
536726,346.0
536856,290.0
536900,265.0
537162,322.0
537193,258.0
537255,340.0
537259,248.0
537263,75.0
537320,139.0
537342,320.0
537392,179.0
537414,316.0
537433,312.0
537434,353.0
537464,332.0
537473,326.0
537488,313.0
537558,298.0
537572,353.0
537584,286.0
537676,333.0
537679,326.0
537688,344.0
537704,329.0
537844,276.0
537875,312.0
537898,274.0
537905,313.0
538138,59.0
538196,267.0
538221,338.0
538232,185.0
538897,248.0
538942,312.0
538987,323.0
539041,59.0
539056,286.0
539232,267.0
539253,340.0
539265,283.0
539303,316.0
539345,299.0
539365,330.0
539385,330.0
539416,305.0
539418,327.0
539426,224.0
539558,335.0
539572,329.0
539710,326.0
539737,267.0
539891,88.0
539962,330.0
540055,358.0
540122,183.0
540184,330.0
540511,269.0
540513,284.0
540530,286.0
540568,64.0
540594,34.0
540607,299.0
540614,330.0
540656,326.0
540750,286.0
540767,115.0
540780,288.0
540787,127.0
540826,322.0
540918,238.0
540953,113.0
541013,255.0
541048,332.0
541061,89.0
541073,306.0
541113,270.0
541196,181.0
541231,334.0
541232,333.0
541363,295.0
541523,353.0
541573,48.0
541697,329.0
541706,283.0
541709,28.0
541727,76.0
541763,283.0
541764,295.0
541794,312.0
541803,327.0
541808,262.0
541822,283.0
541832,349.0
541838,126.0
541884,290.0
541973,322.0
541985,63.0
542010,222.0
542012,326.0
542081,25.0
542084,342.0
542115,256.0
542172,175.0
542259,309.0
542260,263.0
542291,274.0
542396,136.0
542543,316.0
542562,12.0
542602,79.0
542613,270.0
542622,284.0
542663,311.0
542687,332.0
542692,322.0
542745,305.0
542748,326.0
542760,81.0
542991,265.0
543124,268.0
543140,258.0
543165,319.0
543180,306.0
543199,62.0
543351,282.0
543356,317.0
543365,26.0
543408,216.0
543465,295.0
543473,289.0
543533,223.0
543630,263.0
543719,300.0
543853,295.0
543864,293.0
543896,3.0
543926,216.0
543970,314.0
544017,268.0
544186,322.0
544351,305.0
544408,267.0
544435,71.0
544444,131.0
544455,308.0
544491,54.0
544500,255.0
544519,318.0
544532,326.0
544627,269.0
544632,290.0
544639,264.0
544642,329.0
544686,40.0
544741,299.0
544796,77.0
544848,317.0
544859,314.0
544881,295.0
544890,308.0
544978,258.0
544989,298.0
545001,38.0
545041,288.0
545072,308.0
545191,263.0
545219,103.0
545223,312.0
545240,318.0
545337,93.0
545340,313.0
545376,140.0
545381,300.0
545392,314.0
545480,296.0
545514,69.0
545521,95.0
545658,326.0
545697,289.0
545702,306.0
545725,263.0
545780,314.0
545799,10.0
545803,255.0
545896,54.0
545927,48.0
546015,48.0
546019,286.0
546052,270.0
546136,200.0
546157,320.0
546202,263.0
546322,299.0
546333,49.0
546407,286.0
546428,334.0
546455,288.0
546500,295.0
546533,264.0
546609,313.0
546632,313.0
546681,311.0
546685,313.0
546749,308.0
546786,97.0
546811,316.0
546837,264.0
546843,264.0
546892,122.0
546909,295.0
546921,322.0
546941,23.0
546947,100.0
546958,313.0
547052,38.0
547165,316.0
547192,308.0
547259,305.0
547267,36.0
547303,40.0
547372,307.0
547390,328.0
547403,304.0
547409,289.0
547427,292.0
547466,255.0
547472,65.0
547620,312.0
547663,282.0
547689,307.0
547690,286.0
547697,262.0
547755,95.0
547757,264.0
547841,276.0
547855,58.0
547873,312.0
547892,305.0
547902,286.0
547903,298.0
548090,313.0
548097,290.0
548106,195.0
548124,274.0
548241,325.0
548255,313.0
548275,305.0
548307,292.0
548321,136.0
548334,263.0
548344,305.0
548355,86.0
548403,276.0
548439,319.0
548488,184.0
548504,268.0
548520,298.0
548585,130.0
548617,305.0
548642,183.0
548714,320.0
548744,262.0
548791,293.0
548800,17.0
548813,293.0
548831,128.0
548834,320.0
548838,320.0
548839,320.0
548843,320.0
548871,319.0
548881,61.0
548884,292.0
548885,319.0
548900,128.0
548921,299.0
548924,284.0
548935,264.0
548954,298.0
548981,319.0
548990,137.0
