,id_student,LS20,LS40,LS60,LS80,LS100
320,74521,10,9,8,5,0
321,74524,0,0,0,0,0
322,74585,9,8,6,3,1
323,74695,9,7,5,3,1
324,74734,9,8,6,3,1
325,75091,4,3,2,1,0
326,75107,11,9,5,2,0
327,75255,4,3,2,2,0
328,75399,9,7,5,4,1
329,75427,5,4,3,2,1
330,75454,7,6,5,3,2
331,75728,1,0,0,0,0
332,76081,4,3,3,2,1
333,76536,0,0,0,0,0
334,76579,3,2,2,2,1
335,76949,7,6,5,4,2
336,77241,2,1,0,0,0
337,77367,4,3,2,2,0
338,77692,11,9,8,8,0
339,77744,10,7,4,2,0
340,77746,0,0,0,0,0
341,77763,12,8,6,3,0
342,77845,5,1,0,0,0
343,77995,10,9,5,5,0
344,77998,10,9,7,7,3
345,78170,5,4,3,1,0
346,78255,2,0,0,0,0
347,78645,3,1,0,0,0
348,79261,10,10,8,7,0
349,79403,2,1,0,0,0
350,79461,5,4,4,2,1
351,79610,11,9,8,8,0
352,79683,1,0,0,0,0
353,80329,12,8,6,5,3
354,80358,3,2,2,2,0
355,80438,8,7,3,3,0
356,80448,5,5,2,0,0
357,80491,3,3,2,0,0
358,80717,10,8,6,3,1
359,80745,7,7,3,2,0
360,80775,5,4,3,2,1
361,80868,10,7,6,3,2
362,80886,0,0,0,0,0
363,81351,12,8,6,3,1
364,81536,0,0,0,0,0
365,81754,2,1,0,0,0
366,82088,1,0,0,0,0
367,82201,1,0,0,0,0
368,82341,7,6,4,2,0
369,82535,10,8,5,4,1
370,82556,0,0,0,0,0
371,82575,7,6,5,3,2
372,82741,10,8,6,4,1
373,82817,8,7,6,6,1
374,83219,11,9,7,4,2
375,83254,10,8,6,4,1
376,83453,0,0,0,0,0
377,83553,2,0,0,0,0
378,83588,0,0,0,0,0
379,83603,11,9,8,7,2
380,84051,2,2,0,0,0
381,84245,8,7,5,2,0
382,84299,14,11,9,7,0
383,84541,1,0,0,0,0
384,84576,5,4,4,1,0
385,84604,8,6,4,1,0
386,84605,4,2,1,1,0
387,84664,9,7,5,3,1
388,84812,10,8,6,3,1
389,85092,3,3,2,1,0
390,85144,4,3,2,1,0
391,85241,0,0,0,0,0
392,85302,4,3,2,1,1
393,85325,0,0,0,0,0
394,85874,3,0,0,0,0
395,86047,10,6,4,2,0
396,86291,10,7,5,4,2
397,86538,5,3,0,0,0
398,86669,9,7,4,1,0
399,87107,5,2,1,1,0
400,87152,10,8,7,6,0
401,87264,11,8,5,4,0
402,87322,10,8,7,7,0
403,87431,2,1,1,0,0
404,87732,9,7,5,4,1
405,87929,7,5,3,1,0
406,88340,3,1,0,0,0
407,88439,6,4,3,2,1
408,88490,5,3,3,1,0
409,88568,3,3,2,1,0
410,88781,2,2,0,0,0
411,88910,6,4,3,2,0
412,89051,12,8,6,3,0
413,89092,9,8,5,2,1
414,89188,5,4,2,1,0
415,89545,3,3,2,1,0
416,89727,4,2,1,0,0
417,89778,10,8,6,2,1
418,89850,4,3,2,1,0
419,89895,10,8,6,4,0
420,89904,5,4,3,2,0
421,90243,10,8,6,3,1
422,90361,9,7,5,3,1
423,90537,6,4,3,2,0
424,90901,10,9,8,5,0
425,90979,3,1,0,0,0
426,91040,3,2,1,0,0
427,91265,4,3,2,1,1
428,91322,9,8,6,4,1
429,91354,0,0,0,0,0
430,91470,5,4,3,2,1
431,91629,2,0,0,0,0
432,91801,0,0,0,0,0
433,92274,4,2,0,0,0
434,92341,3,2,0,0,0
435,92391,0,0,0,0,0
436,92775,9,5,3,0,0
437,92832,9,7,5,3,1
438,92947,8,7,5,3,1
439,92993,9,7,6,4,1
440,94484,4,3,3,2,2
441,94616,8,6,4,2,0
442,94749,2,1,0,0,0
443,94923,6,2,0,0,0
444,94961,4,3,2,1,0
445,94964,1,0,0,0,0
446,94978,1,0,0,0,0
447,95356,9,5,3,1,0
448,95746,9,9,7,6,0
449,95755,1,0,0,0,0
450,95906,7,6,5,3,2
451,96117,8,7,5,4,0
452,96423,8,7,5,3,0
453,96475,6,4,2,0,0
454,96538,2,1,1,0,0
455,96592,12,8,6,3,0
456,96729,11,10,4,3,0
457,96864,1,0,0,0,0
458,96873,1,0,0,0,0
459,96874,0,0,0,0,0
460,97006,8,6,4,2,1
461,97154,9,7,5,4,1
462,97567,10,8,6,3,2
463,97865,4,2,0,0,0
464,97939,0,0,0,0,0
465,98094,4,3,2,1,0
466,98256,1,0,0,0,0
467,98268,10,8,6,3,1
468,98313,10,8,6,4,1
469,98452,0,0,0,0,0
470,98720,10,8,6,4,1
471,98842,4,3,2,1,0
472,99075,5,3,2,1,1
473,99088,2,1,0,0,0
474,99151,0,0,0,0,0
475,99670,5,4,1,0,0
476,99799,8,7,4,2,1
477,99993,9,7,4,3,0
478,100064,10,10,8,2,0
479,100282,0,0,0,0,0
480,100561,6,4,3,2,1
481,100788,14,11,8,4,2
482,100893,4,3,2,1,1
483,101116,4,3,2,1,0
484,101217,0,0,0,0,0
485,101279,0,0,0,0,0
486,101306,1,1,0,0,0
487,101420,8,7,4,2,0
488,101634,1,0,0,0,0
489,101781,4,3,2,1,0
490,102028,8,7,4,2,0
491,102067,0,0,0,0,0
492,102209,1,0,0,0,0
493,102221,6,4,3,2,2
494,102343,9,8,3,0,0
495,102806,4,3,2,1,0
496,102850,6,4,3,1,0
497,102854,10,7,5,3,0
498,102952,4,3,2,1,0
499,103496,4,3,2,1,0
500,103535,9,8,5,2,1
501,103800,6,4,3,1,0
502,103904,11,8,5,2,0
503,104054,10,8,6,4,1
504,104213,9,7,5,4,0
505,104316,5,2,0,0,0
506,104476,4,3,2,1,0
507,104480,6,5,4,2,1
508,104643,5,4,3,1,0
509,104772,2,2,1,0,0
510,105125,0,0,0,0,0
511,105168,4,2,1,0,0
512,105413,7,6,5,3,2
513,105523,11,8,7,4,2
514,105527,10,8,6,4,1
515,105629,8,7,5,2,0
516,105851,9,7,6,5,4
517,105883,10,8,6,3,1
518,105939,11,9,8,4,1
519,106095,4,3,2,1,0
520,106247,2,1,0,0,0
521,106553,6,4,3,2,1
522,106577,4,3,2,2,0
523,106588,10,8,6,3,1
524,106793,4,3,2,1,0
525,107028,3,2,0,0,0
526,107084,10,9,9,9,4
527,107162,10,8,5,3,0
528,107339,11,9,7,4,2
529,107455,4,2,2,1,0
530,107489,4,3,2,2,0
531,107713,2,1,0,0,0
532,107883,0,0,0,0,0
533,108118,7,5,3,1,0
534,108207,11,9,8,5,4
535,108281,3,2,2,1,0
536,108330,10,8,6,2,0
537,108377,9,7,5,3,1
538,108497,3,2,2,1,0
539,108565,0,0,0,0,0
540,108589,10,8,6,4,1
541,108760,8,6,4,3,2
542,108789,0,0,0,0,0
543,108799,9,8,5,2,1
544,108822,9,6,4,2,0
545,108834,2,1,1,0,0
546,108859,4,3,2,1,0
547,108872,4,3,2,1,0
548,108949,3,2,0,0,0
549,109155,4,3,2,1,0
550,109372,10,8,6,3,1
551,109441,4,3,2,1,0
552,109577,16,14,12,10,6
553,109772,9,7,5,3,0
554,109782,4,4,2,0,0
555,109938,10,8,6,4,1
556,110085,11,10,9,7,0
557,110116,11,8,5,2,0
558,110175,4,3,2,1,0
559,110200,4,1,0,0,0
560,110524,6,4,3,2,1
561,110529,3,0,0,0,0
562,110640,5,4,3,2,1
563,110789,3,3,2,2,1
564,110820,1,0,0,0,0
565,110881,21,18,13,4,1
566,110911,4,3,2,1,0
567,111113,2,0,0,0,0
568,111360,5,2,1,0,0
569,111548,2,2,0,0,0
570,111717,2,2,1,1,0
571,111775,10,6,3,0,0
572,111926,6,4,2,2,1
573,111942,10,8,6,3,1
574,111959,2,0,0,0,0
575,112245,12,8,6,3,0
576,112441,9,8,5,3,0
577,112454,7,6,5,3,2
578,113295,4,3,2,2,1
579,113565,10,10,9,7,3
580,113698,2,1,0,0,0
581,113702,2,0,0,0,0
582,113824,2,1,0,0,0
583,114017,4,3,2,1,0
584,114367,7,6,5,3,2
585,114402,4,3,2,1,0
586,114500,11,10,5,2,0
587,114558,4,3,2,1,0
588,114999,4,3,2,1,0
589,115373,10,9,4,2,0
590,115452,7,6,4,1,1
591,116290,0,0,0,0,0
592,116319,9,8,7,7,0
593,116518,7,6,5,3,2
594,116529,2,1,0,0,0
595,116541,4,3,3,2,1
596,116603,9,7,5,3,1
597,116606,4,3,2,1,0
598,116621,9,6,4,2,0
599,116631,0,0,0,0,0
600,116692,4,3,2,1,0
601,116763,0,0,0,0,0
602,116808,8,7,4,2,0
603,117071,2,0,0,0,0
604,117197,3,3,2,1,0
605,117232,17,15,11,6,2
606,117281,6,4,3,2,0
607,117435,6,4,2,0,0
608,117510,10,6,4,2,0
609,117544,4,3,2,1,0
610,117545,1,0,0,0,0
611,117699,9,7,5,2,1
612,117818,4,3,2,1,0
613,117939,5,1,0,0,0
614,118050,8,8,7,4,4
615,118098,7,6,5,3,2
616,118213,4,3,2,1,0
617,118474,8,6,4,2,0
618,118479,6,4,3,2,0
619,118532,10,7,5,3,0
620,118578,3,1,1,0,0
621,118668,11,10,8,7,0
622,118983,4,3,2,1,0
623,119310,11,7,7,6,0
624,119353,11,8,6,5,0
625,119444,7,6,6,5,0
626,119471,10,8,6,2,1
627,119729,0,0,0,0,0
628,119865,10,7,6,3,0
629,119898,10,8,6,3,1
630,119902,3,2,1,1,0
631,120236,7,6,5,3,2
632,120611,3,2,1,1,0
633,120994,6,4,3,2,1
634,120999,5,4,3,1,0
635,121000,0,0,0,0,0
636,121056,0,0,0,0,0
637,121163,0,0,0,0,0
638,121182,7,6,5,4,0
639,121349,4,3,2,1,0
640,121390,2,0,0,0,0
641,122337,4,3,1,0,0
642,122392,4,3,3,2,2
643,122459,8,8,5,3,0
644,122636,1,0,0,0,0
645,122739,3,2,1,0,0
646,122846,7,5,3,1,0
647,122928,6,5,4,0,0
648,123044,4,3,2,1,0
649,123053,3,2,1,0,0
650,123087,3,3,2,1,0
651,123183,4,4,3,2,1
652,123270,3,2,0,0,0
653,123462,9,7,4,2,1
654,123497,1,0,0,0,0
655,123598,12,8,7,4,2
656,123716,10,8,6,3,1
657,123860,10,8,6,4,1
658,123957,1,0,0,0,0
659,124006,4,3,2,1,0
660,124064,4,3,2,1,0
661,124134,3,1,0,0,0
662,124193,7,6,5,3,2
663,124304,3,2,2,1,0
664,124711,0,0,0,0,0
665,124728,1,0,0,0,0
666,124909,10,8,6,3,1
667,124944,9,8,7,6,0
668,125018,4,3,2,1,0
669,125055,8,6,4,3,2
670,125063,10,8,7,7,0
671,125407,7,6,5,2,0
672,125535,4,3,2,1,1
673,125777,0,0,0,0,0
674,125830,3,2,0,0,0
675,125996,9,8,5,2,0
676,126074,0,0,0,0,0
677,126088,4,3,2,0,0
678,126322,4,3,3,2,2
679,126337,3,2,1,0,0
680,126394,13,10,8,5,3
681,126395,5,5,4,2,2
682,126411,1,0,0,0,0
683,126450,3,3,2,1,0
684,126608,10,8,6,3,1
685,126713,9,7,5,1,1
686,126769,4,3,3,1,0
687,126800,4,3,2,1,0
688,126812,6,4,2,1,0
689,126912,0,0,0,0,0
690,127179,2,0,0,0,0
691,127580,5,3,2,1,0
692,127582,4,3,2,2,0
693,127642,10,10,8,3,2
694,127988,3,2,1,1,0
695,128072,0,0,0,0,0
696,128132,11,9,8,7,0
697,128142,4,3,0,0,0
698,128348,1,0,0,0,0
699,128386,3,1,0,0,0
700,128510,4,3,3,2,2
701,128656,3,2,2,1,0
702,128678,9,6,4,1,0
703,128791,2,1,0,0,0
704,128817,0,0,0,0,0
705,128889,10,8,6,3,1
706,128929,4,3,2,1,0
707,128965,5,3,3,1,0
708,128968,11,7,6,3,0
709,128971,4,3,2,1,0
710,129198,1,0,0,0,0
711,129212,8,7,5,2,0
712,129638,1,0,0,0,0
713,129878,2,1,0,0,0
714,129907,10,7,4,3,0
715,129955,2,1,0,0,0
716,129989,6,4,3,2,1
717,130003,3,0,0,0,0
718,130013,9,7,5,2,1
719,130034,4,3,2,1,0
720,130403,11,8,5,4,0
721,130409,10,9,9,6,0
722,130467,5,4,3,1,0
723,130547,4,3,2,1,1
724,130636,4,3,2,1,0
725,130658,7,5,3,3,0
726,130671,3,2,1,1,0
727,130992,10,6,4,0,0
728,131051,9,7,5,3,1
729,131145,19,14,11,6,2
730,131152,6,4,3,2,1
731,131222,12,10,8,4,2
732,131235,0,0,0,0,0
733,131272,11,8,7,6,0
734,131314,7,7,6,5,1
735,131390,4,3,2,1,0
736,131538,11,9,8,7,0
737,131597,10,9,8,7,0
738,131609,0,0,0,0,0
739,131612,5,4,3,2,1
740,131695,0,0,0,0,0
741,131776,3,3,2,1,1
742,131820,3,2,0,0,0
743,131933,6,5,4,3,2
744,132123,3,3,2,1,0
745,132157,16,12,10,7,1
746,132401,4,2,1,1,0
747,132423,0,0,0,0,0
748,132453,10,10,8,5,0
749,132475,11,8,7,5,0
750,132477,10,8,6,5,0
751,132511,2,1,0,0,0
752,132626,6,4,2,0,0
753,132924,3,2,1,0,0
754,132932,7,6,6,5,4
755,132972,8,6,4,2,1
756,132976,4,3,2,1,0
757,133019,9,8,4,2,0
758,133068,9,7,5,3,0
759,133104,18,15,9,6,2
760,133155,10,8,6,4,1
761,133185,9,8,4,1,0
762,133322,10,8,8,6,3
763,133365,5,4,3,2,1
764,133419,0,0,0,0,0
765,133718,0,0,0,0,0
766,133748,5,3,1,0,0
767,133816,4,3,2,1,0
768,133922,4,3,3,2,1
769,134025,14,9,6,3,0
770,134123,9,8,6,5,0
771,134143,4,3,2,1,0
772,134188,12,8,6,3,0
773,134190,0,0,0,0,0
774,134212,3,3,2,1,0
775,134243,5,4,3,2,1
776,134260,11,10,8,7,0
777,134336,6,2,0,0,0
778,134563,10,8,6,3,1
779,134847,11,9,8,7,1
780,134851,9,8,5,4,0
781,134920,6,4,3,2,1
782,134982,4,3,2,2,0
783,135075,10,6,4,2,0
784,135280,11,9,8,4,0
785,135330,1,0,0,0,0
786,135385,6,4,3,2,0
787,135400,5,3,2,2,1
788,135471,4,3,2,1,0
789,135763,3,3,2,1,0
790,135792,1,0,0,0,0
791,135999,0,0,0,0,0
792,136054,10,8,7,4,0
793,136135,6,4,3,2,1
794,136335,5,4,3,1,0
795,136793,5,3,3,2,1
796,136894,8,8,4,1,0
797,136944,10,9,8,8,1
798,137150,1,0,0,0,0
799,137281,1,0,0,0,0
800,137603,12,8,6,3,0
801,137873,4,3,2,1,0
802,137903,10,10,8,7,0
803,138204,0,0,0,0,0
804,138289,10,8,6,3,1
805,138407,2,1,1,0,0
806,138416,6,4,3,2,0
807,138704,6,4,3,2,0
808,138709,0,0,0,0,0
809,138710,8,8,7,4,0
810,138715,2,0,0,0,0
811,138861,7,6,5,3,2
812,138920,4,2,0,0,0
813,138997,4,3,3,2,2
814,139033,4,3,2,1,0
815,139190,8,7,4,2,0
816,139206,10,8,6,6,0
817,139250,10,8,6,2,1
818,139278,9,7,3,3,0
819,139329,8,7,6,4,0
820,139549,10,8,6,3,1
821,139701,1,1,0,0,0
822,139843,1,0,0,0,0
823,139949,9,7,4,3,0
824,140060,4,3,2,1,0
825,140518,1,0,0,0,0
826,140719,9,7,6,3,1
827,140807,5,4,3,1,0
828,140866,11,10,8,7,0
829,140907,9,6,3,0,0
830,141301,0,0,0,0,0
831,141355,4,3,2,2,0
832,141377,5,3,2,2,0
833,141430,10,9,5,2,0
834,141497,0,0,0,0,0
835,141506,0,0,0,0,0
836,141648,9,8,6,5,0
837,141823,1,0,0,0,0
838,141827,9,8,6,3,0
839,141949,10,8,6,3,1
840,142092,10,7,7,3,2
841,142310,10,7,3,1,0
842,142324,9,7,4,1,0
843,142326,4,3,2,1,0
844,142339,8,6,4,1,0
845,142819,12,8,6,3,0
846,142935,4,3,3,2,2
847,142990,3,2,2,2,0
848,143350,8,7,5,2,0
849,143711,4,3,2,1,0
850,143741,10,8,6,4,1
851,143755,7,4,2,0,0
852,144448,3,3,2,1,0
853,144562,3,2,0,0,0
854,144745,10,9,7,4,2
855,144747,11,10,8,7,0
856,144801,4,3,2,1,1
857,144895,5,4,3,1,0
858,144908,0,0,0,0,0
859,144923,4,0,0,0,0
860,144959,2,0,0,0,0
861,145114,9,6,5,4,2
862,145130,4,3,2,2,0
863,145280,4,3,2,1,1
864,145282,7,6,5,3,2
865,145388,2,1,1,0,0
866,145490,4,3,3,2,2
867,145544,10,8,6,4,1
868,145578,2,0,0,0,0
869,145640,9,7,6,4,2
870,145770,0,0,0,0,0
871,146165,10,8,6,4,1
872,146188,4,3,2,2,0
873,146485,5,4,3,2,0
874,146503,4,3,2,1,0
875,146600,8,6,4,2,1
876,146651,9,5,3,1,0
877,146666,6,4,3,1,0
878,146679,0,0,0,0,0
879,146738,10,9,4,3,0
880,146943,2,0,0,0,0
881,146974,4,3,2,1,0
882,147168,11,9,8,7,0
883,147307,0,0,0,0,0
884,147328,5,4,3,2,1
885,147675,1,0,0,0,0
886,147715,5,4,3,2,1
887,147756,7,5,4,2,1
888,147793,0,0,0,0,0
889,147876,6,4,2,0,0
890,148008,3,1,0,0,0
891,148282,1,0,0,0,0
892,148328,1,0,0,0,0
893,148414,5,4,3,2,1
894,148427,9,7,5,3,1
895,148993,6,4,2,1,0
896,149178,8,5,3,3,0
897,149567,0,0,0,0,0
898,149680,10,7,4,2,0
899,149693,8,7,5,5,0
900,149741,4,3,2,1,0
901,149962,4,3,2,1,1
902,149964,0,0,0,0,0
903,150121,1,0,0,0,0
904,150282,11,9,8,8,5
905,150398,4,3,2,1,0
906,150578,2,0,0,0,0
907,150763,10,6,4,0,0
908,151358,4,3,2,1,0
909,151465,9,8,8,6,0
910,151549,0,0,0,0,0
911,151587,2,1,1,0,0
912,151697,10,8,6,4,1
913,151745,5,4,3,2,2
914,151800,3,1,0,0,0
915,151917,14,11,8,5,1
916,152153,6,4,2,0,0
917,152320,5,3,2,2,1
918,152428,7,6,5,3,2
919,152524,9,6,4,2,0
920,152587,9,7,4,3,0
921,152626,11,9,9,7,0
922,152668,0,0,0,0,0
923,152671,9,8,7,6,0
924,152887,1,0,0,0,0
925,152910,8,6,4,1,0
926,152917,10,9,6,1,0
927,152929,8,6,4,2,1
928,152962,4,3,3,2,2
929,152973,4,3,2,1,0
